PartitionKey,RowKey,Timestamp,ChainId,ChainName,Kardex,StoreId,StoreName,Address,City,Zipcode,Active,Phone,CvrNumber,ValidFrom,MondayFrom,MondayTo,TuesdayFrom,TuesdayTo,WednesdayFrom,WednesdayTo,ThursdayFrom,ThursdayTo,FridayFrom,FridayTo,SaturdayFrom,SaturdayTo,SundayFrom,SundayTo
2170,20000101,2017-08-11T12:24:06.048Z,8,Fakta,24170,2170,fakta Juelsminde,Odelsgade 42,JUELSMINDE,7130,true,75695933,11517498,2000-01-01T00:00:00.000Z,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00
2170,20180522,2018-05-22T08:23:36.432Z,8,Fakta,24170,2170,fakta Juelsminde,Odelsgade 42,JUELSMINDE,7130,false,75695933,11517498,2018-05-22T00:00:00.000Z,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00
2171,20000101,2017-08-11T12:24:01.909Z,8,Fakta,24171,2171,fakta Hvide Sande,Parallelvej 74,HVIDE SANDE,6960,true,97313745,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2172,20000101,2017-08-11T12:24:06.137Z,8,Fakta,24172,2172,fakta Vodskov,Vodskovvej 19 A,VODSKOV,9310,true,98294134,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2172,20180515,2018-05-14T14:23:38.936Z,8,Fakta,24172,2172,fakta Vodskov,Vodskovvej 19 A,VODSKOV,9310,false,98294134,11517498,2018-05-15T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2173,20000101,2017-08-11T12:24:06.161Z,8,Fakta,24173,2173,fakta Toftlund,Østergade 5,TOFTLUND,6520,true,74830005,11517498,2000-01-01T00:00:00.000Z,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00
"2174,20000101,2017-08-11T12:24:01.941Z,8,Fakta,24174,2174,""fakta Ringkøbing, Holstebrovej"",Rindumgaards Allé 90,RINGKØBING,6950,true,97320025,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00"
2177,20000101,2017-08-11T12:23:58.328Z,8,Fakta,24177,2177,fakta Hasle,Kappelvænget 8 Center V,ÅRHUS V,8210,true,86154572,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2177,20171004,2017-10-03T21:23:37.462Z,8,Fakta,24177,2177,fakta Hasle,Kappelvænget 8 A,ÅRHUS V,8210,true,86154572,11517498,2017-10-04T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2178,20000101,2017-08-11T12:24:06.177Z,8,Fakta,24178,2178,fakta Hurup Thy,Bredgade 102,HURUP THY,7760,true,96170053,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
218,20000101,2017-08-11T12:23:48.110Z,4,Dagli'Brugsen,7006,218,Dagli'Brugsen Arden,Vestergade 36,ARDEN,9510,true,98561003,26259495,2000-01-01T00:00:00.000Z,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:30
218,20180704,2018-07-03T21:23:39.070Z,4,Dagli'Brugsen,7006,218,Dagli'Brugsen Arden,Vestergade 36,ARDEN,9510,false,98561003,26259495,2018-07-04T00:00:00.000Z,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:30
"2181,20000101,2017-08-11T12:23:51.153Z,8,Fakta,24181,2181,""fakta Ormhøjgårdsvej, Horsens"",Ormhøjgårdvej 1,HORSENS,8700,true,76412007,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00"
"2183,20000101,2017-08-11T12:23:58.717Z,8,Fakta,24183,2183,""fakta Esbjerg, Havborgvej"",Havborgvej 4,ESBJERG V,6710,true,75169507,11517498,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00"
"2184,20000101,2017-08-11T12:23:51.173Z,8,Fakta,24184,2184,""fakta Esbjerg, Hermodsvej"",Jagtvej 53,ESBJERG Ø,6705,true,75131604,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00"
"2185,20000101,2017-08-11T12:23:58.347Z,8,Fakta,24185,2185,""fakta Randers, Kristrup"",Engboulevarden 5,RANDERS SØ,8960,true,86406691,11517498,2000-01-01T00:00:00.000Z,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00"
"2186,20000101,2017-08-11T12:23:51.202Z,8,Fakta,24186,2186,""fakta Skive, Asylgade"",Asylgade 3-5,SKIVE,7800,true,97512673,11517498,2000-01-01T00:00:00.000Z,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00"
2187,20000101,2017-08-11T12:24:03.490Z,8,Fakta,24187,2187,fakta Hovedgaard,Ørridslevvej 1,HOVEDGÅRD,8732,true,76258836,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
219,20000101,2017-08-11T12:23:45.729Z,4,Dagli'Brugsen,3300,219,Dagli'Brugsen Rømø,Nordre Havnevej 2,RØMØ,6792,true,73710700,25507118,2000-01-01T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
219,20170920,2017-09-19T16:23:43.750Z,4,Dagli'Brugsen,3300,219,Dagli'Brugsen Rømø,Nordre Havnevej 2,RØMØ,6792,true,73710700,25507118,2017-09-20T00:00:00.000Z,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00
219,20180626,2018-06-25T12:23:39.185Z,4,Dagli'Brugsen,3300,219,Dagli'Brugsen Rømø,Nordre Havnevej 2,RØMØ,6792,true,73710700,25507118,2018-06-26T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
219,20180912,2018-09-11T14:23:40.995Z,4,Dagli'Brugsen,3300,219,Dagli'Brugsen Rømø,Nordre Havnevej 2,RØMØ,6792,true,73710700,25507118,2018-09-12T00:00:00.000Z,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00
2193,20000101,2017-08-11T12:23:51.242Z,8,Fakta,24193,2193,fakta Korup,Åbakkevej 69,ODENSE NV,5210,true,65943859,11517498,2000-01-01T00:00:00.000Z,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00
"2194,20000101,2017-08-11T12:23:57.903Z,8,Fakta,24194,2194,""fakta Fredericia, Vendersgade"",Vendersgade 1l,FREDERICIA,7000,true,75914183,11517498,2000-01-01T00:00:00.000Z,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00"
2196,20000101,2017-08-11T12:23:51.262Z,8,Fakta,24196,2196,fakta Svenstrup,Hobrovej 751,SVENSTRUP J,9230,true,87769911,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2198,20000101,2017-08-11T12:23:51.282Z,8,Fakta,24198,2198,fakta Hammel,Banealle 6a,HAMMEL,8450,true,86962841,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2199,20000101,2017-08-11T12:23:51.303Z,8,Fakta,24199,2199,fakta Skørping,Skørping Center 16,SKØRPING,9520,true,98392761,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
22,20000101,2017-08-11T12:23:54.942Z,3,SuperBrugsen,1146,22,SuperBrugsen Herstedvester,Egelundsvej 20,ALBERTSLUND,2620,true,43649814,65184818,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
220,20000101,2017-08-11T12:23:44.666Z,18,Brugsen,1025,220,Brugsen Amagerbrogade,Amagerbrogade 49,KØBENHAVN S,2300,true,32576213,26259495,2000-01-01T00:00:00.000Z,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00
220,20180711,2018-07-10T21:23:39.459Z,18,Brugsen,1025,220,Brugsen Amagerbrogade,Amagerbrogade 49,KØBENHAVN S,2300,false,32576213,26259495,2018-07-11T00:00:00.000Z,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00
2201,20000101,2017-08-11T12:23:51.323Z,8,Fakta,24201,2201,fakta Hinnerup,Storegade 20,HINNERUP,8382,true,86912192,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2202,20000101,2017-08-11T12:24:04.334Z,8,Fakta,24202,2202,fakta Tårs,Guldregnvej 3,TÅRS,9830,true,96560497,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2203,20000101,2017-08-11T12:24:05.888Z,8,Fakta,24203,2203,fakta Brejning,Hasselvang 2,BØRKOP,7080,true,75860831,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
"2205,20000101,2017-08-11T12:23:56.005Z,8,Fakta,24205,2205,""fakta Thisted, Østerbakken"",Østerbakken 57,THISTED,7700,true,96193229,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00"
2206,20000101,2017-08-11T12:24:06.979Z,8,Fakta,24206,2206,fakta Tommerup,Møllebakken 20,TOMMERUP,5690,true,64741440,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
"2208,20000101,2017-08-11T12:23:51.342Z,8,Fakta,24208,2208,""fakta Vejle, Urhøj"",Merkurvej 5,VEJLE,7100,true,75739752,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00"
2209,20000101,2017-08-11T12:23:56.321Z,8,Fakta,24209,2209,fakta Brovst,Toftevej 18,BROVST,9460,true,98211818,11517498,2000-01-01T00:00:00.000Z,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00
221,20000101,2017-08-11T12:23:44.677Z,18,Brugsen,1035,221,Brugsen St Kongensgade,Store Kongensgade 21,KØBENHAVN K,1264,true,33362383,26259495,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
221,20181229,2018-12-28T22:23:39.514Z,18,Brugsen,1035,221,Brugsen St Kongensgade,Store Kongensgade 21,KØBENHAVN K,1264,false,33362383,26259495,2018-12-29T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2210,20000101,2017-08-11T12:23:51.363Z,8,Fakta,24210,2210,fakta Otterup,Søndergade 38,OTTERUP,5450,true,64893529,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2211,20000101,2017-08-11T12:23:56.422Z,8,Fakta,24211,2211,fakta Tved,Tvedvej 139a,SVENDBORG,5700,true,62218990,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
"2213,20000101,2017-08-11T12:23:57.914Z,8,Fakta,24213,2213,""fakta Randers, Energivej"",Energivej 22,RANDERS NV,8920,true,86472902,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00"
2215,20000101,2017-08-11T12:24:02.609Z,8,Fakta,24215,2215,fakta Holsted,Østergade 1,HOLSTED,6670,true,76608565,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2216,20000101,2017-08-11T12:23:51.473Z,8,Fakta,24216,2216,fakta Hasseris,Thulebakken 42,AALBORG,9000,true,98151084,11517498,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
2216,20190103,2019-01-02T15:23:38.964Z,8,Fakta,24216,2216,fakta Hasseris,Thulebakken 42,AALBORG,9000,true,98151084,11517498,2019-01-03T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2217,20000101,2017-08-11T12:23:51.492Z,8,Fakta,24217,2217,fakta Løgstør,Bredgade 43,LØGSTØR,9670,true,98643696,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2218,20000101,2018-02-27T23:23:37.294Z,8,Fakta,24218,2218,Fakta Bramming (Ny),Storegade 59,BRAMMING,6740,false,0,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2218,20180320,2018-03-19T22:23:35.337Z,8,Fakta,24218,2218,Fakta Bramming (Ny),Storegade 59,BRAMMING,6740,false,75461056,11517498,2018-03-20T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2218,20180424,2018-04-23T14:23:37.792Z,8,Fakta,24218,2218,Fakta Bramming (Ny),Storegade 59,BRAMMING,6740,true,75461056,11517498,2018-04-24T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2218,20190126,2019-01-25T12:23:39.223Z,8,Fakta,24218,2218,Fakta Bramming,Storegade 59,BRAMMING,6740,true,75461056,11517498,2019-01-26T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2219,20000101,2017-08-11T12:23:51.592Z,8,Fakta,24219,2219,fakta Skærbæk,Storegade 42,SKÆRBÆK,6780,true,74757300,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
222,20000101,2017-08-11T12:23:44.630Z,3,SuperBrugsen,1941,222,SuperBrugsen Chr Havns Torv,Christianshavns Torv 2,KØBENHAVN K,1410,true,32640600,26259495,2000-01-01T00:00:00.000Z,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00
2221,20000101,2017-08-11T12:23:51.633Z,8,Fakta,24221,2221,fakta Årup,Indre Ringvej 9-11,AARUP,5560,true,63740069,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
"2222,20000101,2017-08-11T12:23:51.653Z,8,Fakta,24222,2222,""fakta Horsens, Vejlevej"",Vejlevej 14,HORSENS,8700,true,75689412,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00"
2223,20000101,2017-08-11T12:23:51.673Z,8,Fakta,24223,2223,fakta Struer,Bredgade 61,STRUER,7600,true,97850777,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
"2224,20000101,2017-08-11T12:23:55.172Z,8,Fakta,24224,2224,""fakta Middelfart, Jernbanegade"",Jernbanegade 2 D,MIDDELFART,5500,true,64400106,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00"
"2225,20000101,2017-08-11T12:23:54.381Z,8,Fakta,24225,2225,""fakta Horsens, Egebjerg"",Langagergård 3,HORSENS,8700,true,75618565,11517498,2000-01-01T00:00:00.000Z,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00"
"2226,20000101,2017-08-11T12:23:51.694Z,8,Fakta,24226,2226,""fakta Viborg, Houlkær"",Odshøjvej 1 F,VIBORG,8800,true,86662880,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00"
2227,20000101,2017-08-11T12:24:03.069Z,8,Fakta,24227,2227,fakta Christiansfeld,Lindegade 61,CHRISTIANSFELD,6070,true,74567888,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2227,20190103,2019-01-02T15:23:39.012Z,8,Fakta,24227,2227,fakta Christiansfeld,Lindegade 61,CHRISTIANSFELD,6070,true,74567888,11517498,2019-01-03T00:00:00.000Z,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
2228,20000101,2017-08-11T12:23:51.734Z,8,Fakta,24228,2228,fakta Brande,Lærkevej 1,BRANDE,7330,true,97153110,11517498,2000-01-01T00:00:00.000Z,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00
"2229,20000101,2017-08-11T12:23:51.777Z,8,Fakta,24229,2229,""fakta Odense, Rugårdsvej"",Rugårdsvej 240,ODENSE NV,5210,true,66168200,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00"
223,20000101,2017-08-11T12:23:43.680Z,2,Kvickly,3881,223,Kvickly Nordborg,Stationsvej 12,NORDBORG,6430,true,74450252,35855513,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
223,20171003,2017-10-02T22:23:39.344Z,2,Kvickly,3821,223,Kvickly Nordborg,Stationsvej 12,NORDBORG,6430,false,74450252,20031611,2017-10-03T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
223,20171013,2017-10-13T10:23:36.453Z,2,Kvickly,3821,223,Kvickly Nordborg,Stationsvej 12,NORDBORG,6430,true,74450252,20031611,2017-10-13T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
223,20171219,2017-12-18T12:23:39.538Z,2,Kvickly,3821,223,Kvickly Nordborg,Stationsvej 12,NORDBORG,6430,true,74450252,20031611,2017-12-19T00:00:00.000Z,Lukket,Lukket,Lukket,Lukket,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,15:00
223,20180108,2018-01-08T10:23:39.977Z,2,Kvickly,3821,223,Kvickly Nordborg,Stationsvej 12,NORDBORG,6430,true,74450252,20031611,2018-01-08T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
2230,20000101,2017-08-11T12:24:04.372Z,8,Fakta,24230,2230,fakta Esbjerg Storcenter,Gl Vardevej 230 Lej 31,ESBJERG N,6715,true,75454547,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2231,20000101,2017-08-11T12:23:51.804Z,8,Fakta,24231,2231,fakta Glamsbjerg,Søndergade 61,GLAMSBJERG,5620,true,63745000,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2232,20000101,2017-08-11T12:23:57.923Z,8,Fakta,24232,2232,fakta Pandrup,Blokhusvej 9 - 11,PANDRUP,9490,true,96500326,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2233,20000101,2017-08-11T12:24:05.163Z,8,Fakta,24233,2233,fakta Hammerum,Hammerum Hovedgade 53,HERNING,7400,true,97143483,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2234,20000101,2017-08-11T12:23:51.833Z,8,Fakta,24234,2234,fakta Grindsted,Vestergade 32,GRINDSTED,7200,true,75320005,11517498,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
2234,20181101,2018-10-31T22:23:42.890Z,8,Fakta,24234,2234,fakta Grindsted,Vestergade 32,GRINDSTED,7200,false,75320005,11517498,2018-11-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
2235,20000101,2017-08-11T12:23:51.852Z,8,Fakta,24235,2235,fakta Tranbjerg,Ingerslevtoften 2,TRANBJERG J,8310,true,86750027,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2236,20000101,2017-08-11T12:23:51.883Z,8,Fakta,24236,2236,fakta Trojels Knæ,Trojels Knæ 2,RIBE,6760,true,75424232,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2236,20180518,2018-05-17T17:23:37.285Z,8,Fakta,24236,2236,fakta Trojels Knæ,Trojels Knæ 2,RIBE,6760,false,75424232,11517498,2018-05-18T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
"2237,20000101,2017-08-11T12:24:04.394Z,8,Fakta,24237,2237,""fakta Grenå, Nørregade"",Nørregade 18,GRENAA,8500,true,87865051,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00"
"2238,20000101,2017-08-11T12:23:51.902Z,8,Fakta,24238,2238,""fakta Brønderslev, Aalborgvej"",Ålborgvej 80,BRØNDERSLEV,9700,true,98821525,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00"
"2239,20000101,2017-08-11T12:23:51.923Z,8,Fakta,24239,2239,""fakta Horsens, Svanenstorv"",Svanes Torv 3,HORSENS,8700,true,75657586,11517498,2000-01-01T00:00:00.000Z,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00"
224,20000101,2017-08-11T12:23:57.653Z,3,SuperBrugsen,4226,224,SuperBrugsen Store Heddinge,Ved Rådhuset 10,STORE HEDDINGE,4660,true,56502060,33748124,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
2240,20000101,2017-08-11T12:23:57.934Z,8,Fakta,24240,2240,fakta Rødekro,Hærvejen 10,RØDEKRO,6230,true,73346208,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
"2241,20000101,2017-08-11T12:23:57.943Z,8,Fakta,24241,2241,""fakta Aalborg, Sjællandsgade"",Sjællandsgade 16-22,AALBORG,9000,true,98113812,11517498,2000-01-01T00:00:00.000Z,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00"
"2241,20180515,2018-05-14T14:23:38.860Z,8,Fakta,24241,2241,""fakta Aalborg, Sjællandsgade"",Sjællandsgade 16-22,AALBORG,9000,false,98113812,11517498,2018-05-15T00:00:00.000Z,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00"
2242,20000101,2017-08-11T12:23:57.954Z,8,Fakta,24242,2242,fakta Klarup,Klarupvej 39,KLARUP,9270,true,87769990,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2243,20000101,2017-08-11T12:24:04.413Z,8,Fakta,24243,2243,fakta Vejgaard,Odinsgade 1,AALBORG,9000,true,98167893,11517498,2000-01-01T00:00:00.000Z,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00
"2245,20000101,2017-08-11T12:23:52.033Z,8,Fakta,24245,2245,""fakta Frugtparken, Skive"",Frugtparken 3,SKIVE,7800,true,96140018,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00"
"2245,20181127,2018-11-27T07:23:36.438Z,8,Fakta,24245,2245,""fakta Frugtparken, Skive"",Frugtparken 3,SKIVE,7800,true,96140018,11517498,2018-11-27T00:00:00.000Z,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00"
2246,20000101,2017-08-11T12:24:04.448Z,8,Fakta,24246,2246,fakta Broager,Storegade 22,BROAGER,6310,true,73307345,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
2247,20000101,2017-08-11T12:23:52.053Z,8,Fakta,24247,2247,fakta Gistrup,Nøvlingvej 27,GISTRUP,9260,true,98313834,11517498,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
