PartitionKey,RowKey,Timestamp,ChainId,ChainName,Kardex,StoreId,StoreName,Address,City,Zipcode,Active,Phone,CvrNumber,ValidFrom,MondayFrom,MondayTo,TuesdayFrom,TuesdayTo,WednesdayFrom,WednesdayTo,ThursdayFrom,ThursdayTo,FridayFrom,FridayTo,SaturdayFrom,SaturdayTo,SundayFrom,SundayTo
642,20000101,2017-08-11T12:23:44.141Z,4,Dagli'Brugsen,2542,642,Dagli'Brugsen Mejlby,Mejlbyvej 685,HJORTSHØJ,8530,true,86999107,17157914,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
643,20000101,2017-08-11T12:23:45.407Z,4,Dagli'Brugsen,2856,643,Dagli'Brugsen Vrinners,Vrinners Bygade 37,KNEBEL,8420,true,86365512,61939318,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
644,20000101,2017-08-11T12:24:08.251Z,4,Dagli'Brugsen,7160,644,Dagli'Brugsen Ranum,Vestergade 35,RANUM,9681,true,98676017,57907916,2000-01-01T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00
645,20000101,2017-08-11T12:23:46.890Z,4,Dagli'Brugsen,5128,645,Dagli'Brugsen Fuur,Sundevej 3 A,FUR,7884,true,97593003,37391018,2000-01-01T00:00:00.000Z,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00
"647,20000101,2017-08-11T12:24:07.569Z,4,Dagli'Brugsen,2849,647,LokalBrugsen Voldby,""Dolmervej 2, Voldby"",GRENAA,8500,true,86332009,31070112,2000-01-01T00:00:00.000Z,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00"
"647,20180322,2018-03-22T11:23:38.537Z,4,Dagli'Brugsen,2849,647,LokalBrugsen Voldby,""Dolmervej 2, Voldby"",GRENAA,8500,true,86332009,31070112,2018-03-22T00:00:00.000Z,07:30,19:30,07:30,19:30,07:30,19:30,07:30,19:30,07:30,19:30,07:30,19:30,07:30,19:30"
648,20000101,2017-08-11T12:23:45.768Z,4,Dagli'Brugsen,3329,648,Dagli'Brugsen Janderup,Vesterled 30,JANDERUP VESTJYLLAND,6851,true,75258003,43787411,2000-01-01T00:00:00.000Z,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00
649,20000101,2017-08-11T12:23:59.698Z,4,Dagli'Brugsen,3685,649,Dagli'Brugsen Toftlund,Arrild Ferieby 1,TOFTLUND,6520,true,74834121,22536214,2000-01-01T00:00:00.000Z,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,19:00,08:00,19:00,08:00,18:00
649,20180131,2018-01-30T22:23:37.178Z,4,Dagli'Brugsen,3685,649,Dagli'Brugsen Arrild,Arrild Ferieby 1,TOFTLUND,6520,true,74834121,22536214,2018-01-31T00:00:00.000Z,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,19:00,08:00,19:00,08:00,18:00
649,20180715,2018-07-15T08:23:37.725Z,4,Dagli'Brugsen,3685,649,Dagli'Brugsen Arrild,Arrild Ferieby 1,TOFTLUND,6520,true,74834121,22536214,2018-07-15T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
649,20180814,2018-08-13T12:23:37.895Z,4,Dagli'Brugsen,3685,649,Dagli'Brugsen Arrild,Arrild Ferieby 1,TOFTLUND,6520,true,74834121,22536214,2018-08-14T00:00:00.000Z,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,19:00,08:00,19:00,08:00,18:00
"65,20000101,2017-08-11T12:24:07.339Z,4,Dagli'Brugsen,8179,65,Dagli'Brugsen Kulhuse,""Krakasvej 1 A, Kulhuse"",JÆGERSPRIS,3630,true,47530185,66873412,2000-01-01T00:00:00.000Z,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00"
"65,20170902,2017-09-02T06:23:34.566Z,4,Dagli'Brugsen,8179,65,Dagli'Brugsen Kulhuse,""Krakasvej 1 A, Kulhuse"",JÆGERSPRIS,3630,true,47530185,66873412,2017-09-02T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00"
"65,20180626,2018-06-25T17:23:38.514Z,4,Dagli'Brugsen,8179,65,Dagli'Brugsen Kulhuse,""Krakasvej 1 A, Kulhuse"",JÆGERSPRIS,3630,true,47530185,66873412,2018-06-26T00:00:00.000Z,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00"
"65,20180814,2018-08-13T12:23:37.911Z,4,Dagli'Brugsen,8179,65,Dagli'Brugsen Kulhuse,""Krakasvej 1 A, Kulhuse"",JÆGERSPRIS,3630,true,47530185,66873412,2018-08-14T00:00:00.000Z,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00"
650,20000101,2017-08-11T12:24:08.150Z,4,Dagli'Brugsen,6142,650,Dagli'Brugsen Millinge,Assensvej 249,MILLINGE,5642,true,62619494,60573417,2000-01-01T00:00:00.000Z,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00
650,20171224,2017-12-24T07:23:36.867Z,4,Dagli'Brugsen,6142,650,Dagli'Brugsen Millinge,Assensvej 249,MILLINGE,5642,true,62619494,60573417,2017-12-24T00:00:00.000Z,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,18:00,07:30,18:00
651,20000101,2017-08-11T12:23:36.451Z,3,SuperBrugsen,2600,651,SuperBrugsen Hornslet,Toftevej 11,HORNSLET,8543,true,86994019,43435612,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
652,20000101,2017-08-11T12:23:59.679Z,4,Dagli'Brugsen,3656,652,Dagli'Brugsen Vandel,Hans Thomsens Vej 103,VANDEL,7184,true,75885002,37221015,2000-01-01T00:00:00.000Z,07:30,21:00,07:30,21:00,07:30,21:00,07:30,21:00,07:30,21:00,07:30,21:00,07:30,21:00
652,20170914,2017-09-14T07:23:35.246Z,4,Dagli'Brugsen,3656,652,Dagli'Brugsen Vandel,Hans Thomsens Vej 103,VANDEL,7184,true,75885002,37221015,2017-09-14T00:00:00.000Z,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00
652,20171222,2017-12-22T08:23:38.002Z,4,Dagli'Brugsen,3656,652,Dagli'Brugsen Vandel,Hans Thomsens Vej 103,VANDEL,7184,true,75885002,37221015,2017-12-22T00:00:00.000Z,09:00,18:00,07:30,18:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,13:00
652,20180115,2018-01-15T10:23:37.602Z,4,Dagli'Brugsen,3656,652,Dagli'Brugsen Vandel,Hans Thomsens Vej 103,VANDEL,7184,true,75885002,37221015,2018-01-15T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
652,20180601,2018-06-01T06:23:37.203Z,4,Dagli'Brugsen,3656,652,Dagli'Brugsen Vandel,Hans Thomsens Vej 103,VANDEL,7184,true,75885002,37221015,2018-06-01T00:00:00.000Z,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
652,20180902,2018-09-01T13:23:41.527Z,4,Dagli'Brugsen,3656,652,Dagli'Brugsen Vandel,Hans Thomsens Vej 103,VANDEL,7184,true,75885002,37221015,2018-09-02T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
"653,20000101,2017-08-11T12:23:42.510Z,7,Irma,23092,653,Irma Østerport Station,""Oslo Plads 2, Østerport St"",KØBENHAVN Ø,2100,true,33910530,26259495,2000-01-01T00:00:00.000Z,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,08:00,21:00,10:00,21:00"
"653,20171222,2017-12-22T11:23:39.020Z,7,Irma,23092,653,Irma Østerport Station,""Oslo Plads 2, Østerport St"",KØBENHAVN Ø,2100,true,33910530,26259495,2017-12-22T00:00:00.000Z,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,08:00,21:00,Lukket,Lukket"
"653,20180217,2018-02-17T11:23:36.705Z,7,Irma,23092,653,Irma Østerport Station,""Oslo Plads 2, Østerport St"",KØBENHAVN Ø,2100,true,33910530,26259495,2018-02-17T00:00:00.000Z,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,08:00,21:00,10:00,21:00"
"653,20180510,2018-05-09T14:23:36.949Z,7,Irma,23092,653,Irma Østerport Station,""Oslo Plads 2, Østerport St"",KØBENHAVN Ø,2100,true,33910530,26259495,2018-05-10T00:00:00.000Z,07:00,21:00,07:00,21:00,07:00,21:00,Lukket,Lukket,07:00,21:00,08:00,21:00,10:00,21:00"
"653,20180605,2018-06-04T16:23:37.144Z,7,Irma,23092,653,Irma Østerport Station,""Oslo Plads 2, Østerport St"",KØBENHAVN Ø,2100,true,33910530,26259495,2018-06-05T00:00:00.000Z,07:00,21:00,Lukket,Lukket,07:00,21:00,07:00,21:00,07:00,21:00,08:00,21:00,10:00,21:00"
"653,20180709,2018-07-09T06:23:37.538Z,7,Irma,23092,653,Irma Østerport Station,""Oslo Plads 2, Østerport St"",KØBENHAVN Ø,2100,true,33910530,26259495,2018-07-09T00:00:00.000Z,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,08:00,21:00,10:00,21:00"
654,20000101,2017-08-11T12:23:59.578Z,4,Dagli'Brugsen,3313,654,Dagli'Brugsen Højer,Nørrevej 52,HØJER,6280,true,74782144,35692819,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
655,20000101,2017-08-11T12:23:48.431Z,4,Dagli'Brugsen,7200,655,Dagli'Brugsen Strandby,Havnevej 29,STRANDBY,9970,true,98481012,61878114,2000-01-01T00:00:00.000Z,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00
656,20000101,2017-08-11T12:23:48.011Z,4,Dagli'Brugsen,6365,656,Dagli'Brugsen Tullebølle,Annexstræde 1,TRANEKÆR,5953,true,62501230,45029514,2000-01-01T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00
"658,20000101,2017-11-01T23:23:36.239Z,3,SuperBrugsen,3436,658,SuperBrugsen Nordby,""Hovedgaden 87, Nordby"",FANØ,6720,true,75162009,24544710,2000-01-01T00:00:00.000Z,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00"
659,20000101,2017-08-11T12:23:46.189Z,4,Dagli'Brugsen,4126,659,Dagli'Brugsen Grevinge,Bytoften 2,GREVINGE,4571,true,59659028,39422913,2000-01-01T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00
66,20000101,2017-08-11T12:24:00.709Z,3,SuperBrugsen,3681,66,SuperBrugsen Toftlund,Søndergade 31,TOFTLUND,6520,true,74831919,22536214,2000-01-01T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00
660,20000101,2017-08-11T12:23:44.648Z,3,SuperBrugsen,1946,660,SuperBrugsen Tune,Tune Center 4,TUNE,4030,true,46138001,70539713,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
661,20000101,2017-08-11T12:23:46.388Z,4,Dagli'Brugsen,4369,661,Dagli'Brugsen Orø,Brøndevej 34 C,,4305,true,59470053,70404214,2000-01-01T00:00:00.000Z,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,19:00,07:30,16:00,07:30,16:00
661,20170812,2017-08-11T21:23:35.435Z,4,Dagli'Brugsen,4369,661,Dagli'Brugsen Orø,Brøndevej 34 C,HOLBÆK,4300,true,59470053,70404214,2017-08-12T00:00:00.000Z,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,19:00,07:30,16:00,07:30,16:00
661,20170818,2017-08-17T21:23:39.137Z,4,Dagli'Brugsen,4369,661,Dagli'Brugsen Orø,Brøndevej 34 C,ORØ,4305,true,59470053,70404214,2017-08-18T00:00:00.000Z,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,19:00,07:30,16:00,07:30,16:00
661,20181110,2018-11-09T12:23:36.932Z,4,Dagli'Brugsen,4369,661,Dagli'Brugsen Orø,Brøndevej 34 C,ORØ,4305,true,59470053,70404214,2018-11-10T00:00:00.000Z,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,14:00,07:30,14:00
662,20000101,2017-08-11T12:23:46.599Z,4,Dagli'Brugsen,4506,662,Dagli'Brugsen Tuse,Butterupvej 2b,HOLBÆK,4300,true,59434004,65944316,2000-01-01T00:00:00.000Z,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00
663,20000101,2017-08-11T12:24:00.107Z,4,Dagli'Brugsen,6153,663,LokalBrugsen Nørreby,Bundgårdsballe 24,BOGENSE,5400,true,64861006,58513113,2000-01-01T00:00:00.000Z,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,08:00,14:00,08:00,14:00
663,20190321,2019-03-20T22:23:41.413Z,4,Dagli'Brugsen,6153,663,LokalBrugsen Nørreby,Bundgårdsballe 24,BOGENSE,5400,false,64861006,58513113,2019-03-21T00:00:00.000Z,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,08:00,14:00,08:00,14:00
664,20000101,2017-08-11T12:23:46.009Z,4,Dagli'Brugsen,3778,664,Dagli'Brugsen Alslev,Bredgade 32a Alslev,VARDE,6800,true,75269002,12673213,2000-01-01T00:00:00.000Z,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00
"665,20000101,2017-08-11T12:23:59.948Z,4,Dagli'Brugsen,5126,665,Dagli'Brugsen Frøslev,""Elsøvej 208, Frøslev"",NYKØBING M,7900,true,97744010,60538611,2000-01-01T00:00:00.000Z,06:30,20:00,06:30,20:00,06:30,20:00,06:30,20:00,06:30,20:00,06:30,20:00,06:30,20:00"
"665,20180920,2018-09-19T20:23:39.970Z,4,Dagli'Brugsen,5126,665,Dagli'Brugsen Frøslev,""Elsøvej 208, Frøslev"",NYKØBING M,7900,true,97744010,60538611,2018-09-20T00:00:00.000Z,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00"
"666,20000101,2017-08-11T12:24:00.339Z,4,Dagli'Brugsen,7122,666,Dagli'Brugsen Lendum,""Søndergade 1, Lendum"",SINDAL,9870,true,98473001,61857419,2000-01-01T00:00:00.000Z,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00"
667,20000101,2017-08-11T12:23:42.347Z,7,Irma,23060,667,Irma Vanløse,Jernbane Allé 53,VANLØSE,2720,true,38748720,26259495,2000-01-01T00:00:00.000Z,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00
668,20000101,2017-08-11T12:23:57.363Z,7,Irma,23119,668,Irma Lyngby Hovedgade,Lyngby Hovedgade 21,KONGENS LYNGBY,2800,true,45887317,26259495,2000-01-01T00:00:00.000Z,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,18:00,09:00,18:00
668,20180922,2018-09-22T06:23:39.741Z,7,Irma,23119,668,Irma Lyngby Hovedgade,Lyngby Hovedgade 21,KONGENS LYNGBY,2800,true,45887317,26259495,2018-09-22T00:00:00.000Z,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,08:00,18:00,09:00,18:00
"669,20000101,2017-08-11T12:24:08.116Z,4,Dagli'Brugsen,6106,669,""Dagli'Brugsen Hou, Lohals"",""Østergade 80, Lohals"",TRANEKÆR,5953,true,62551455,43138219,2000-01-01T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00"
67,20000101,2017-08-11T12:23:36.864Z,3,SuperBrugsen,3236,67,SuperBrugsen Gram,Torvet 4,GRAM,6510,true,74821950,22536214,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
670,20000101,2017-08-11T12:23:42.328Z,7,Irma,23059,670,Irma Amager Center,Reberbanegade 3,KØBENHAVN S,2300,true,32570220,26259495,2000-01-01T00:00:00.000Z,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,08:00,18:00,09:00,18:00
671,20000101,2017-08-11T12:23:46.869Z,4,Dagli'Brugsen,5058,671,Dagli'Brugsen Bøvling,Tangsøgade 40,BØVLINGBJERG,7650,true,97885003,45638014,2000-01-01T00:00:00.000Z,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00
"672,20000101,2017-08-11T12:23:47.010Z,4,Dagli'Brugsen,5203,672,Dagli'Brugsen Hundborg,""Vorupørvej 178, Hundborg"",THISTED,7700,true,97937300,39227711,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00"
674,20000101,2017-08-11T12:24:07.588Z,4,Dagli'Brugsen,3229,674,Dagli'Brugsen Glejbjerg,Borgergade 11,GLEJBJERG,6752,true,75198005,42451916,2000-01-01T00:00:00.000Z,06:30,20:00,06:30,20:00,06:30,20:00,06:30,20:00,06:30,20:00,07:30,20:00,07:30,20:00
675,20000101,2017-08-11T12:23:48.529Z,4,Dagli'Brugsen,7346,675,Dagli'Brugsen Tranum,Tranhøj 4,BROVST,9460,true,98235211,37799416,2000-01-01T00:00:00.000Z,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00,07:30,19:00
"676,20000101,2017-08-11T12:23:59.639Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2000-01-01T00:00:00.000Z,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00"
"676,20170814,2017-08-14T06:23:38.107Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2017-08-14T00:00:00.000Z,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00"
"676,20170828,2017-08-28T08:23:39.564Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2017-08-28T00:00:00.000Z,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30"
"676,20171023,2017-10-23T06:23:35.814Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2017-10-23T00:00:00.000Z,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,13:00,08:00,13:00"
"676,20171030,2017-10-30T08:23:35.021Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2017-10-30T00:00:00.000Z,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,13:00,08:00,11:00"
"676,20171220,2017-12-19T13:23:38.194Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2017-12-20T00:00:00.000Z,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,12:00"
"676,20171228,2017-12-28T11:23:38.038Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2017-12-28T00:00:00.000Z,Lukket,Lukket,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,12:00"
"676,20180104,2018-01-03T14:23:37.515Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2018-01-04T00:00:00.000Z,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,11:00"
"676,20180105,2018-01-04T12:23:40.762Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2018-01-05T00:00:00.000Z,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,13:00,08:00,11:00"
"676,20180209,2018-02-08T13:23:36.190Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2018-02-09T00:00:00.000Z,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,13:00,08:00,13:00"
"676,20180305,2018-03-05T10:23:35.874Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2018-03-05T00:00:00.000Z,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,13:00,08:00,11:00"
"676,20180320,2018-03-19T20:23:35.011Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2018-03-20T00:00:00.000Z,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30"
"676,20180403,2018-04-02T18:23:36.845Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2018-04-03T00:00:00.000Z,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,13:00,08:00,13:00"
"676,20180423,2018-04-23T10:23:36.809Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2018-04-23T00:00:00.000Z,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30"
"676,20180430,2018-04-30T06:23:37.212Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2018-04-30T00:00:00.000Z,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30"
"676,20180702,2018-07-02T08:23:37.701Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2018-07-02T00:00:00.000Z,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00"
"676,20180814,2018-08-13T12:23:37.880Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2018-08-14T00:00:00.000Z,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00"
"676,20180827,2018-08-27T09:23:37.785Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2018-08-27T00:00:00.000Z,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30"
"676,20181021,2018-10-21T08:23:38.281Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2018-10-21T00:00:00.000Z,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30"
"676,20181022,2018-10-21T15:23:37.356Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2018-10-22T00:00:00.000Z,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,13:00,08:00,13:00"
"676,20181030,2018-10-29T15:23:38.303Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2018-10-30T00:00:00.000Z,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,13:00,08:00,11:00"
"676,20190208,2019-02-08T07:23:40.237Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2019-02-08T00:00:00.000Z,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,13:00,08:00,13:00"
"676,20190218,2019-02-18T08:23:36.363Z,4,Dagli'Brugsen,3599,676,Dagli'Brugsen Sønderho,""Landevejen 42, Sønderho"",FANØ,6720,true,75164018,24544710,2019-02-18T00:00:00.000Z,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,13:00,08:00,11:00"
677,20000101,2017-08-11T12:23:47.309Z,4,Dagli'Brugsen,5577,677,Dagli'Brugsen Vesløs,Aalborgvej 187,VESLØS,7742,true,97993003,60460213,2000-01-01T00:00:00.000Z,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00
678,20000101,2017-08-11T12:24:00.397Z,4,Dagli'Brugsen,7259,678,Dagli'Brugsen Øster Hurup,Kystvejen 51,HADSUND,9560,true,98588011,60680116,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
678,20171116,2017-11-16T07:23:37.045Z,4,Dagli'Brugsen,7259,678,Dagli'Brugsen Øster Hurup,Kystvejen 51,HADSUND,9560,true,98588011,60680116,2017-11-16T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
